Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Upper 95% CI,CKD_prevalence,CKD_Upper 95% CI,Native American/American Indian-alone pop,Heart disease_prevalence
0.5753424657534247,0.6022727272727272,0.4181818181818182,0.4308943089430894,0.6153846153846154,0.6296296296296297,0.026299311208515967,0.5897435897435899
0.410958904109589,0.38636363636363624,0.5,0.47154471544715443,0.5384615384615383,0.5185185185185187,0.14902943018159048,0.3974358974358976
0.8082191780821917,0.7727272727272726,0.7181818181818181,0.7073170731707319,0.9230769230769229,0.9259259259259259,0.026925485284909203,0.8076923076923077
0.15068493150684936,0.12499999999999989,0.2272727272727273,0.1951219512195122,0.1923076923076923,0.18518518518518523,0.5360050093926111,0.1282051282051282
0.4383561643835616,0.43181818181818177,0.5,0.4959349593495935,0.5384615384615383,0.5185185185185187,0.4721352536005009,0.4487179487179489
0.5068493150684932,0.5113636363636361,0.4818181818181819,0.4796747967479676,0.5769230769230769,0.5925925925925927,0.18033813400125234,0.512820512820513
0.47945205479452047,0.48863636363636365,0.6,0.6097560975609757,0.3846153846153846,0.37037037037037035,0.03443957420162805,0.4871794871794872
0.5753424657534247,0.5909090909090909,0.5909090909090909,0.5934959349593496,0.5384615384615383,0.5555555555555555,0.3606762680025047,0.5897435897435899
0.7808219178082192,0.7272727272727272,0.6909090909090908,0.6666666666666667,0.8846153846153846,0.888888888888889,0.5140889167188478,0.7692307692307694
0.6027397260273972,0.5568181818181818,0.5454545454545455,0.5284552845528456,0.8461538461538458,0.8148148148148148,0.038822792736380715,0.5897435897435899
0.31506849315068497,0.3295454545454545,0.36363636363636365,0.35772357723577236,0.42307692307692313,0.40740740740740733,0.4495929868503444,0.3205128205128206
0.3013698630136987,0.3522727272727273,0.3545454545454546,0.3821138211382114,0.3076923076923075,0.33333333333333337,0.07639323731997495,0.3333333333333335
0.47945205479452047,0.4999999999999999,0.4636363636363636,0.47154471544715443,0.4999999999999998,0.5185185185185187,0.0807764558547276,0.5
0.5753424657534247,0.5227272727272728,0.6181818181818183,0.5772357723577237,0.7692307692307689,0.777777777777778,0.08703819661865998,0.5512820512820513
0.6301369863013699,0.5909090909090909,0.5272727272727273,0.4959349593495935,0.7307692307692306,0.7037037037037038,0.12460864120225422,0.6153846153846154
0.8219178082191783,0.7954545454545453,0.6363636363636364,0.6260162601626016,0.8461538461538458,0.8518518518518517,0.12147777082028803,0.8205128205128205
0.4383561643835616,0.46590909090909094,0.2727272727272727,0.26829268292682923,0.42307692307692313,0.40740740740740733,0.029430181590482152,0.4615384615384617
0.6164383561643836,0.5909090909090909,0.3727272727272727,0.3495934959349593,0.6538461538461535,0.6296296296296297,0.9361302442078897,0.6153846153846154
0.6986301369863015,0.6818181818181818,0.7363636363636364,0.723577235772358,0.4999999999999998,0.5185185185185187,0.038196618659987476,0.7051282051282053
0.5068493150684932,0.5568181818181818,0.44545454545454555,0.47154471544715443,0.5769230769230769,0.5925925925925927,0.012523481527864746,0.5384615384615385
0.7123287671232876,0.6818181818181818,0.6818181818181818,0.6504065040650409,1.0,0.9999999999999999,0.036318096430807766,0.7051282051282053
0.3835616438356164,0.4204545454545455,0.36363636363636365,0.3821138211382114,0.3846153846153846,0.40740740740740733,0.061365059486537255,0.41025641025641035
0.6986301369863015,0.7613636363636364,0.5272727272727273,0.5528455284552845,0.7692307692307689,0.8148148148148148,0.15654351909830932,0.7435897435897436
0.6164383561643836,0.6477272727272726,0.7181818181818181,0.7317073170731709,0.4999999999999998,0.5185185185185187,0.1277395115842204,0.6410256410256412
0.3835616438356164,0.43181818181818177,0.20909090909090922,0.2113821138211382,0.3846153846153846,0.40740740740740733,0.10958046336881652,0.41025641025641035
0.410958904109589,0.4204545454545455,0.4,0.39024390243902435,0.46153846153846123,0.4814814814814815,0.0788979336255479,0.42307692307692313
0.5205479452054795,0.5340909090909091,0.5727272727272729,0.5691056910569106,0.4999999999999998,0.5185185185185187,0.21978710081402628,0.5256410256410258
0.3287671232876713,0.38636363636363624,0.24545454545454548,0.26829268292682923,0.3846153846153846,0.40740740740740733,0.006261740763932373,0.35897435897435903
0.6164383561643836,0.5909090909090909,0.5,0.4796747967479676,0.6538461538461535,0.6296296296296297,0.1747025673137132,0.6153846153846154
0.7671232876712328,0.7272727272727272,0.7363636363636364,0.7073170731707319,0.8076923076923077,0.8148148148148148,0.0419536631183469,0.7692307692307694
0.3972602739726028,0.4204545454545455,0.42727272727272736,0.4308943089430894,0.42307692307692313,0.40740740740740733,0.059486537257357544,0.41025641025641035
0.23287671232876717,0.22727272727272718,0.28181818181818186,0.2764227642276423,0.26923076923076894,0.2222222222222222,0.21102066374452097,0.23076923076923084
0.6438356164383563,0.6477272727272726,0.7181818181818181,0.7154471544715448,0.5769230769230769,0.5925925925925927,0.0907952410770194,0.653846153846154
0.6438356164383563,0.6363636363636364,0.7090909090909091,0.7073170731707319,0.6923076923076921,0.7037037037037038,0.048215403882279274,0.653846153846154
0.6712328767123288,0.6477272727272726,0.5363636363636365,0.5121951219512195,0.7307692307692306,0.7407407407407406,0.17908578584846588,0.6666666666666667
0.6438356164383563,0.5795454545454545,0.49090909090909096,0.4634146341463415,0.6923076923076921,0.7037037037037038,0.5078271759549154,0.6282051282051282
0.4246575342465755,0.443181818181818,0.49090909090909096,0.5040650406504066,0.3846153846153846,0.40740740740740733,0.3544145272385723,0.4358974358974359
0.5342465753424657,0.5340909090909091,0.6272727272727273,0.6260162601626016,0.4999999999999998,0.5185185185185187,0.1696931747025673,0.5384615384615385
0.904109589041096,0.8636363636363636,0.7363636363636364,0.723577235772358,0.8076923076923077,0.8518518518518517,0.26111458985597996,0.8974358974358976
0.28767123287671237,0.3181818181818181,0.2272727272727273,0.21951219512195114,0.3076923076923075,0.2962962962962964,0.024420788979336253,0.3076923076923078
0.7808219178082192,0.7727272727272726,0.5909090909090909,0.5853658536585367,0.8461538461538458,0.888888888888889,0.8209142141515341,0.7820512820512822
0.4246575342465755,0.443181818181818,0.30000000000000004,0.3008130081300812,0.4999999999999998,0.5185185185185187,0.6374452097683155,0.4358974358974359
0.36986301369863017,0.3977272727272726,0.23636363636363644,0.25203252032520324,0.46153846153846123,0.4814814814814815,0.0839073262366938,0.3846153846153846
0.3972602739726028,0.3749999999999999,0.4,0.3821138211382114,0.5769230769230769,0.5555555555555555,0.3600500939261114,0.3846153846153846
0.08219178082191791,0.11363636363636365,0.11818181818181828,0.13008130081300812,0.15384615384615374,0.14814814814814825,0.06449592986850344,0.08974358974358976
0.452054794520548,0.443181818181818,0.36363636363636365,0.3495934959349593,0.4999999999999998,0.4814814814814815,0.14339386349405134,0.4487179487179489
0.47945205479452047,0.4999999999999999,0.36363636363636365,0.3658536585365854,0.4999999999999998,0.5185185185185187,0.035691922354414526,0.5
0.3561643835616439,0.38636363636363624,0.49090909090909096,0.4959349593495935,0.34615384615384603,0.33333333333333337,0.042579837194740136,0.3717948717948719
0.47945205479452047,0.5113636363636361,0.5,0.5121951219512195,0.4999999999999998,0.5185185185185187,0.04383218534752661,0.5
0.6301369863013699,0.6022727272727272,0.5545454545454546,0.5365853658536586,0.9230769230769229,0.9259259259259259,0.046963055729492796,0.6282051282051282
0.6712328767123288,0.6249999999999999,0.6454545454545454,0.6178861788617886,0.7692307692307689,0.777777777777778,0.053850970569818406,0.653846153846154
0.7534246575342467,0.7727272727272726,0.8545454545454546,0.853658536585366,0.6538461538461535,0.6666666666666666,0.14840325610519725,0.7820512820512822
0.3972602739726028,0.4204545454545455,0.42727272727272736,0.43902439024390255,0.42307692307692313,0.44444444444444453,0.6030056355666875,0.41025641025641035
0.7397260273972601,0.7272727272727272,0.6636363636363637,0.6504065040650409,0.6153846153846154,0.6296296296296297,0.06261740763932373,0.7435897435897436
0.3561643835616439,0.36363636363636365,0.49090909090909096,0.4959349593495935,0.34615384615384603,0.37037037037037035,0.12836568566061365,0.3717948717948719
0.3561643835616439,0.3749999999999999,0.36363636363636365,0.35772357723577236,0.34615384615384603,0.37037037037037035,0.014402003757044458,0.3717948717948719
0.20547945205479456,0.19318181818181812,0.24545454545454548,0.2276422764227642,0.3076923076923075,0.2962962962962964,0.9686912961803381,0.2051282051282053
0.46575342465753433,0.4772727272727272,0.4363636363636365,0.43902439024390255,0.46153846153846123,0.4814814814814815,0.040075140889167186,0.47435897435897445
0.273972602739726,0.25,0.25454545454545463,0.23577235772357724,0.42307692307692313,0.40740740740740733,0.2623669380087664,0.2564102564102565
0.34246575342465757,0.36363636363636365,0.3727272727272727,0.3821138211382114,0.34615384615384603,0.33333333333333337,0.7714464621164684,0.35897435897435903
0.46575342465753433,0.4772727272727272,0.6,0.6016260162601628,0.46153846153846123,0.44444444444444453,0.013149655604257984,0.47435897435897445
0.8219178082191783,0.8181818181818182,0.8090909090909092,0.813008130081301,0.6923076923076921,0.7407407407407406,0.057608015028177834,0.8205128205128205
0.7123287671232876,0.6590909090909091,0.6727272727272727,0.6341463414634148,0.8461538461538458,0.8518518518518517,0.035691922354414526,0.6923076923076923
0.410958904109589,0.43181818181818177,0.34545454545454557,0.35772357723577236,0.46153846153846123,0.4814814814814815,0.11772072636192861,0.42307692307692313
0.4246575342465755,0.46590909090909094,0.23636363636363644,0.2439024390243903,0.42307692307692313,0.44444444444444453,0.0031308703819661866,0.4487179487179489
0.6575342465753424,0.6022727272727272,0.6272727272727273,0.6016260162601628,0.9615384615384612,0.9629629629629631,0.08202880400751408,0.6282051282051282
0.31506849315068497,0.3295454545454545,0.3727272727272727,0.37398373983739835,0.26923076923076894,0.2592592592592594,0.4664996869129618,0.3205128205128206
0.6301369863013699,0.6363636363636364,0.6272727272727273,0.6341463414634148,0.5384615384615383,0.5555555555555555,0.0707576706324358,0.6410256410256412
0.6575342465753424,0.6477272727272726,0.6181818181818183,0.6097560975609757,0.7307692307692306,0.7407407407407406,0.036944270507201,0.6666666666666667
0.7123287671232876,0.7045454545454545,0.8090909090909092,0.7967479674796749,0.6153846153846154,0.6296296296296297,0.038196618659987476,0.7179487179487181
0.15068493150684936,0.12499999999999989,0.21818181818181825,0.1951219512195122,0.26923076923076894,0.2222222222222222,0.07201001878522229,0.14102564102564108
0.7671232876712328,0.7613636363636364,0.6818181818181818,0.6829268292682928,0.6538461538461535,0.6666666666666666,0.0688791484032561,0.7692307692307694
0.7808219178082192,0.7272727272727272,0.7000000000000001,0.6666666666666667,0.8846153846153846,0.888888888888889,0.043206011271133375,0.7692307692307694
0.9178082191780821,0.9204545454545455,0.9727272727272728,0.9674796747967482,0.8461538461538458,0.8518518518518517,0.040701314965560426,0.9358974358974361
0.4383561643835616,0.4545454545454545,0.5,0.5040650406504066,0.3846153846153846,0.40740740740740733,0.2855353788353162,0.4487179487179489
0.9315068493150684,0.9886363636363636,0.7636363636363638,0.788617886178862,0.7307692307692306,0.777777777777778,0.03506574827802129,0.9743589743589747
0.3835616438356164,0.3977272727272726,0.4,0.40650406504065045,0.42307692307692313,0.40740740740740733,0.31621790857858484,0.3846153846153846
0.410958904109589,0.443181818181818,0.40909090909090917,0.42276422764227645,0.42307692307692313,0.40740740740740733,0.11521603005635567,0.4358974358974359
0.6027397260273972,0.6477272727272726,0.4545454545454546,0.47154471544715443,0.6538461538461535,0.7037037037037038,0.007514088916718847,0.6410256410256412
0.36986301369863017,0.3409090909090907,0.4545454545454546,0.4308943089430894,0.5384615384615383,0.5185185185185187,0.1747025673137132,0.35897435897435903
0.31506849315068497,0.3181818181818181,0.2272727272727273,0.2276422764227642,0.34615384615384603,0.33333333333333337,0.8065122103944896,0.3076923076923078
0.6438356164383563,0.5909090909090909,0.6363636363636364,0.6016260162601628,0.7307692307692306,0.7407407407407406,0.19098309329993737,0.6282051282051282
0.46575342465753433,0.48863636363636365,0.3545454545454546,0.3658536585365854,0.4999999999999998,0.5185185185185187,0.013775829680651221,0.4871794871794872
0.1643835616438356,0.18181818181818177,0.18181818181818188,0.1788617886178861,0.26923076923076894,0.2592592592592594,0.7952410770194114,0.16666666666666674
0.23287671232876717,0.23863636363636354,0.3545454545454546,0.35772357723577236,0.23076923076923084,0.2222222222222222,0.14715090795241076,0.23076923076923084
0.452054794520548,0.4772727272727272,0.3545454545454546,0.3658536585365854,0.4999999999999998,0.5185185185185187,0.3149655604257984,0.47435897435897445
0.3561643835616439,0.40909090909090906,0.290909090909091,0.3008130081300812,0.42307692307692313,0.44444444444444453,0.011271133375078271,0.3846153846153846
0.46575342465753433,0.46590909090909094,0.5,0.5040650406504066,0.46153846153846123,0.4814814814814815,0.0068879148403256105,0.4615384615384617
0.5890410958904109,0.5454545454545453,0.5636363636363638,0.5365853658536586,0.6923076923076921,0.6666666666666666,0.06324358171571696,0.5769230769230771
0.5753424657534247,0.5909090909090909,0.5727272727272729,0.5691056910569106,0.5769230769230769,0.5925925925925927,0.008140262993112084,0.5897435897435899
0.7123287671232876,0.6818181818181818,0.8000000000000002,0.7723577235772359,0.7692307692307689,0.777777777777778,0.03318722604884158,0.7179487179487181
0.5205479452054795,0.5340909090909091,0.5,0.4959349593495935,0.5769230769230769,0.5925925925925927,0.0807764558547276,0.5384615384615385
0.46575342465753433,0.4545454545454545,0.5454545454545455,0.5284552845528456,0.5384615384615383,0.5185185185185187,0.21352536005009393,0.4615384615384617
0.5616438356164384,0.5795454545454545,0.6363636363636364,0.6341463414634148,0.5384615384615383,0.5555555555555555,0.2767689417658109,0.5769230769230771
0.6986301369863015,0.6477272727272726,0.6,0.5691056910569106,0.8461538461538458,0.8518518518518517,0.026299311208515967,0.6923076923076923
0.12328767123287676,0.13636363636363635,0.20909090909090922,0.21951219512195114,0.1923076923076923,0.18518518518518523,0.8584846587351284,0.1282051282051282
0.31506849315068497,0.2727272727272726,0.20909090909090922,0.1788617886178861,0.42307692307692313,0.40740740740740733,0.026925485284909203,0.29487179487179493
0.3972602739726028,0.4204545454545455,0.23636363636363644,0.23577235772357724,0.46153846153846123,0.44444444444444453,0.1415153412648716,0.3974358974358976
0.17808219178082196,0.20454545454545447,0.20000000000000007,0.20325203252032525,0.1923076923076923,0.18518518518518523,0.2485911083281152,0.1923076923076924
0.6301369863013699,0.7159090909090909,0.7000000000000001,0.7642276422764229,0.7307692307692306,0.777777777777778,0.008766437069505322,0.6923076923076923
0.5068493150684932,0.5795454545454545,0.21818181818181825,0.2439024390243903,0.4999999999999998,0.5555555555555555,0.008766437069505322,0.5512820512820513
0.06849315068493156,0.07954545454545459,0.04545454545454547,0.04065040650406504,0.1153846153846152,0.11111111111111116,0.7351283656856605,0.0641025641025641
0.7808219178082192,0.8068181818181818,0.8272727272727273,0.8373983739837398,0.7307692307692306,0.7407407407407406,0.10144020037570443,0.8076923076923077
0.46575342465753433,0.48863636363636365,0.34545454545454557,0.3333333333333333,0.4999999999999998,0.4814814814814815,0.025673137132122728,0.4871794871794872
0.09589041095890416,0.09090909090909083,0.13636363636363635,0.13008130081300812,0.1153846153846152,0.11111111111111116,0.9117094552285535,0.08974358974358976
0.452054794520548,0.46590909090909094,0.4818181818181819,0.4796747967479676,0.46153846153846123,0.4814814814814815,0.09204758922980588,0.47435897435897445
0.4383561643835616,0.43181818181818177,0.44545454545454555,0.43902439024390255,0.4999999999999998,0.4814814814814815,0.08328115216030056,0.4487179487179489
0.3013698630136987,0.3181818181818181,0.20909090909090922,0.2113821138211382,0.3076923076923075,0.2962962962962964,0.28428303068252975,0.3205128205128206
0.28767123287671237,0.3181818181818181,0.36363636363636365,0.3658536585365854,0.3076923076923075,0.33333333333333337,0.27050720100187853,0.3076923076923078
0.2465753424657534,0.2727272727272726,0.20909090909090922,0.2113821138211382,0.26923076923076894,0.2592592592592594,0.019411396368190358,0.2564102564102565
0.4383561643835616,0.40909090909090906,0.4636363636363636,0.43902439024390255,0.5384615384615383,0.5185185185185187,0.017532874139010644,0.42307692307692313
0.3013698630136987,0.28409090909090906,0.2272727272727273,0.2113821138211382,0.34615384615384603,0.33333333333333337,0.8359423919849718,0.29487179487179493
0.452054794520548,0.4772727272727272,0.36363636363636365,0.3658536585365854,0.4999999999999998,0.5185185185185187,0.06449592986850344,0.47435897435897445
0.6986301369863015,0.6818181818181818,0.6454545454545454,0.6260162601626016,0.8461538461538458,0.8518518518518517,0.01628052598622417,0.7051282051282053
0.20547945205479456,0.21590909090909083,0.23636363636363644,0.23577235772357724,0.23076923076923084,0.2222222222222222,0.08015028177833437,0.2051282051282053
0.4931506849315068,0.46590909090909094,0.36363636363636365,0.3495934959349593,0.7307692307692306,0.7037037037037038,0.4314339386349405,0.4871794871794872
0.31506849315068497,0.2954545454545454,0.28181818181818186,0.2601626016260162,0.34615384615384603,0.33333333333333337,0.036944270507201,0.3076923076923078
0.6301369863013699,0.6249999999999999,0.7090909090909091,0.723577235772358,0.6153846153846154,0.6296296296296297,0.19661865998747652,0.6410256410256412
0.47945205479452047,0.4545454545454545,0.3090909090909092,0.3008130081300812,0.6923076923076921,0.6666666666666666,0.33375078271759545,0.47435897435897445
0.5479452054794522,0.5795454545454545,0.4363636363636365,0.43902439024390255,0.46153846153846123,0.4814814814814815,0.07263619286161553,0.5769230769230771
0.6301369863013699,0.6136363636363634,0.4545454545454546,0.4471544715447155,0.6538461538461535,0.6666666666666666,0.10519724483406387,0.6282051282051282
0.273972602739726,0.28409090909090906,0.24545454545454548,0.2439024390243903,0.3076923076923075,0.33333333333333337,0.1947401377582968,0.28205128205128216
0.7397260273972601,0.6818181818181818,0.7000000000000001,0.6585365853658538,0.7692307692307689,0.7407407407407406,0.8058860363180964,0.7179487179487181
0.5890410958904109,0.6022727272727272,0.36363636363636365,0.3658536585365854,0.5769230769230769,0.5925925925925927,0.12210394489668128,0.6153846153846154
0.6164383561643836,0.6363636363636364,0.7272727272727274,0.7317073170731709,0.5769230769230769,0.5925925925925927,0.10770194113963681,0.6410256410256412
0.726027397260274,0.6931818181818182,0.509090909090909,0.4959349593495935,0.9615384615384612,0.9629629629629631,0.14026299311208515,0.7179487179487181
0.4246575342465755,0.43181818181818177,0.3363636363636364,0.3252032520325204,0.46153846153846123,0.44444444444444453,0.8904195366311835,0.4358974358974359
0.6301369863013699,0.6249999999999999,0.6090909090909092,0.6016260162601628,0.5384615384615383,0.5555555555555555,0.09517845961177207,0.6410256410256412
0.6575342465753424,0.6477272727272726,0.7727272727272728,0.7642276422764229,0.5384615384615383,0.5555555555555555,0.019411396368190358,0.6666666666666667
0.4383561643835616,0.43181818181818177,0.4818181818181819,0.47154471544715443,0.3846153846153846,0.40740740740740733,0.24295554164057606,0.4358974358974359
0.7671232876712328,0.7613636363636364,0.6181818181818183,0.6260162601626016,0.7692307692307689,0.777777777777778,0.12523481527864747,0.7692307692307694
0.1095890410958904,0.12499999999999989,0.13636363636363635,0.13008130081300812,0.07692307692307676,0.07407407407407407,0.25297432686286786,0.11538461538461542
0.4383561643835616,0.443181818181818,0.2727272727272727,0.2764227642276423,0.42307692307692313,0.40740740740740733,0.008766437069505322,0.4487179487179489
0.3561643835616439,0.38636363636363624,0.31818181818181823,0.3252032520325204,0.3846153846153846,0.40740740740740733,0.06512210394489668,0.3846153846153846
0.4246575342465755,0.40909090909090906,0.4,0.39024390243902435,0.46153846153846123,0.4814814814814815,0.016906700062617408,0.42307692307692313
0.04109589041095896,0.05681818181818177,0.12727272727272732,0.1463414634146341,0.038461538461538436,0.03703703703703709,0.46086412022542267,0.038461538461538436
0.46575342465753433,0.4772727272727272,0.390909090909091,0.39024390243902435,0.46153846153846123,0.44444444444444453,0.35065748278021286,0.47435897435897445
0.4383561643835616,0.4545454545454545,0.3272727272727274,0.3333333333333333,0.46153846153846123,0.4814814814814815,0.029430181590482152,0.4615384615384617
0.47945205479452047,0.4545454545454545,0.49090909090909096,0.47154471544715443,0.4999999999999998,0.5185185185185187,0.051346274264245456,0.47435897435897445
0.5068493150684932,0.4772727272727272,0.5363636363636365,0.5121951219512195,0.6153846153846154,0.6296296296296297,0.0037570444583594235,0.5
0.31506849315068497,0.2954545454545454,0.3363636363636364,0.3252032520325204,0.34615384615384603,0.2962962962962964,0.5441452723857232,0.3076923076923078
0.6438356164383563,0.6590909090909091,0.6,0.6097560975609757,0.6153846153846154,0.5925925925925927,0.3462742642454602,0.6666666666666667
0.4383561643835616,0.48863636363636365,0.290909090909091,0.2926829268292683,0.4999999999999998,0.4814814814814815,0.026299311208515967,0.47435897435897445
0.21917808219178092,0.19318181818181812,0.20000000000000007,0.17073170731707316,0.42307692307692313,0.40740740740740733,0.5535378835316218,0.2051282051282053
